Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00  968961/3875976     std::_Rb_tree<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::_Select1st<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::_M_get_Node_allocator() [55]
                0.00    0.00  968961/968961      void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > > >::destroy<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >(std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >&, std::pair<scene::physics::Position const, scene::physics::Physics_Object>*) [106]
-----------------------------------------------
                0.00    0.00     264/2969465     scene::physics::Physics_Object_List::move(unsigned long, scene::physics::Position, scene::physics::Position) [46]
                0.00    0.00   62318/2969465     scene::physics::Physics_Object_List::resist_at_pos(scene::physics::Position&) [7]
                0.00    0.02 2906883/2969465     scene::physics::Physics_Object_List::add_object(scene::physics::Physics_Data) [2]
[40]     0.8    0.00    0.02 2969465         std::_Rb_tree_iterator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >::operator->() const [40]
                0.01    0.01 2969465/4907651     std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >::_M_valptr() [31]
-----------------------------------------------
                0.01    0.01 1000252/1000252     std::_Rb_tree<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::_Select1st<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::equal_range(scene::physics::Position const&) [4]
[41]     0.7    0.01    0.01 1000252         std::_Rb_tree<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::_Select1st<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::_M_upper_bound(std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >*, std::_Rb_tree_node_base*, scene::physics::Position const&) [41]
                0.00    0.00  169821/76600711     std::less<scene::physics::Position>::operator()(scene::physics::Position const&, scene::physics::Position const&) const [5]
                0.00    0.00 1000252/4908127     std::_Rb_tree_iterator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [50]
                0.00    0.00  169821/78538764     std::_Rb_tree<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::_Select1st<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::_S_key(std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > const*) [11]
                0.00    0.00  169821/29703232     std::_Rb_tree<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::_Select1st<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::_S_left(std::_Rb_tree_node_base*) [15]
-----------------------------------------------
                0.00    0.01  968961/968961      void std::_Rb_tree<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::_Select1st<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::_M_construct_node<std::pair<scene::physics::Position, scene::physics::Physics_Object> >(std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >*, std::pair<scene::physics::Position, scene::physics::Physics_Object>&&) [36]
[42]     0.6    0.00    0.01  968961         void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > > >::construct<std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::pair<scene::physics::Position, scene::physics::Physics_Object> >(std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >&, std::pair<scene::physics::Position const, scene::physics::Physics_Object>*, std::pair<scene::physics::Position, scene::physics::Physics_Object>&&) [42]
                0.00    0.01  968961/968961      decltype (::new ((void*)(0)) std::pair<scene::physics::Position const, scene::physics::Physics_Object>((declval<std::pair<scene::physics::Position, scene::physics::Physics_Object> >)())) std::construct_at<std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::pair<scene::physics::Position, scene::physics::Physics_Object> >(std::pair<scene::physics::Position const, scene::physics::Physics_Object>*, std::pair<scene::physics::Position, scene::physics::Physics_Object>&&) [44]
                0.00    0.00  968961/5813766     std::pair<scene::physics::Position, scene::physics::Physics_Object>&& std::forward<std::pair<scene::physics::Position, scene::physics::Physics_Object> >(std::remove_reference<std::pair<scene::physics::Position, scene::physics::Physics_Object> >::type&) [87]
-----------------------------------------------
                0.01    0.00  968961/968961      decltype (::new ((void*)(0)) std::pair<scene::physics::Position const, scene::physics::Physics_Object>((declval<std::pair<scene::physics::Position, scene::physics::Physics_Object> >)())) std::construct_at<std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::pair<scene::physics::Position, scene::physics::Physics_Object> >(std::pair<scene::physics::Position const, scene::physics::Physics_Object>*, std::pair<scene::physics::Position, scene::physics::Physics_Object>&&) [44]
[43]     0.6    0.01    0.00  968961         std::pair<scene::physics::Position const, scene::physics::Physics_Object>::pair<scene::physics::Position, scene::physics::Physics_Object, true>(std::pair<scene::physics::Position, scene::physics::Physics_Object>&&) [43]
                0.00    0.00  968961/2906883     scene::physics::Physics_Object&& std::forward<scene::physics::Physics_Object>(std::remove_reference<scene::physics::Physics_Object>::type&) [56]
                0.00    0.00  968961/2906883     scene::physics::Position&& std::forward<scene::physics::Position>(std::remove_reference<scene::physics::Position>::type&) [91]
-----------------------------------------------
                0.00    0.01  968961/968961      void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > > >::construct<std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::pair<scene::physics::Position, scene::physics::Physics_Object> >(std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >&, std::pair<scene::physics::Position const, scene::physics::Physics_Object>*, std::pair<scene::physics::Position, scene::physics::Physics_Object>&&) [42]
[44]     0.6    0.00    0.01  968961         decltype (::new ((void*)(0)) std::pair<scene::physics::Position const, scene::physics::Physics_Object>((declval<std::pair<scene::physics::Position, scene::physics::Physics_Object> >)())) std::construct_at<std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::pair<scene::physics::Position, scene::physics::Physics_Object> >(std::pair<scene::physics::Position const, scene::physics::Physics_Object>*, std::pair<scene::physics::Position, scene::physics::Physics_Object>&&) [44]
                0.01    0.00  968961/968961      std::pair<scene::physics::Position const, scene::physics::Physics_Object>::pair<scene::physics::Position, scene::physics::Physics_Object, true>(std::pair<scene::physics::Position, scene::physics::Physics_Object>&&) [43]
                0.00    0.00  968961/5813766     std::pair<scene::physics::Position, scene::physics::Physics_Object>&& std::forward<std::pair<scene::physics::Position, scene::physics::Physics_Object> >(std::remove_reference<std::pair<scene::physics::Position, scene::physics::Physics_Object> >::type&) [87]
                0.00    0.00  968961/2907069     operator new(unsigned long, void*) [90]
-----------------------------------------------
                0.00    0.01  968961/968961      std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >* std::_Rb_tree<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::_Select1st<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::_M_create_node<std::pair<scene::physics::Position, scene::physics::Physics_Object> >(std::pair<scene::physics::Position, scene::physics::Physics_Object>&&) [26]
[45]     0.5    0.00    0.01  968961         std::_Rb_tree<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::_Select1st<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::_M_get_node() [45]
                0.00    0.01  968961/968961      std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >&, unsigned long) [62]
                0.00    0.00  968961/3875976     std::_Rb_tree<scene::physics::Position, std::pair<scene::physics::Position const, scene::physics::Physics_Object>, std::_Select1st<std::pair<scene::physics::Position const, scene::physics::Physics_Object> >, std::less<scene::physics::Position>, std::allocator<std::pair<scene::physics::Position const, scene::physics::Physics_Object> > >::_M_get_Node_allocator() [55]
